0,1,2.01456,0.260958044,-1048.7048,2.5786368,"144,775526058217"
3599,2,2.048288,51.2072,-953.368,2.5786368,"144,402922584289"
7196,3,2.052336,51.3084,-3356.724,2.5786368,"144,049113175363"
10803,4,2.056384,51.4096,-4598.808,2.5786368,"143,709060291379"
14411,5,2.060432,51.5108,202.564,2.5786368,"143,362527330493"
18008,6,2.06448,51.612,-4943.772,2.5786368,"143,044514691065"
21616,7,2.068528,51.7132,592.384,2.5786368,"142,720150613639"
25214,8,2.072576,51.8144,-4914.58,2.5786368,"142,341189270210"
28821,9,2.076624,51.9156,-3241.024,2.5786368,"142,045028621249"
32429,10,2.080672,52.0168,5211.484,2.5786368,"141,699328865978"
36025,11,2.08472,52.118,552.868,2.5786368,"141,364147385664"
39633,12,2.088768,52.2192,4100.764,2.5786368,"141,057495710300"
43241,13,2.092816,52.3204,5195.464,2.5786368,"140,706353108444"
46837,14,2.096864,52.4216,3407.988,2.5786368,"140,393678906617"
50445,15,2.100912,52.5228,1822.008,2.5786368,"140,070515071073"
54042,16,2.10496,52.624,-3218.952,2.5786368,"139,774707090263"
57650,17,2.109008,52.7252,-3918.492,2.5786368,"139,443477404510"
61258,18,2.113056,52.8264,5131.384,2.5786368,"139,135700395391"
64854,19,2.117104,52.9276,-2352.804,2.5786368,"138,809311739424"
68462,20,2.121152,53.0288,5767.912,2.5786368,"138,483402588413"
72060,21,2.1252,53.13,-12184.812,2.5786368,"138,172694612800"
75667,22,2.129248,53.2312,-3785.704,2.5786368,"137,808689004506"
79276,23,2.133296,53.3324,3433.264,2.5786368,"137,491927026104"
82872,24,2.137344,53.4336,5441.46,2.5786368,"137,131554697009"
86481,25,2.141392,53.5348,-4630.136,2.5786368,"136,836556250300"
90078,26,2.14544,53.636,-95.764,2.5786368,"136,497840912468"
93686,27,2.149488,53.7372,7819.184,2.5786368,"136,161641436304"
97294,28,2.153536,53.8384,-10343.58,2.5786368,"135,840789995524"
100891,29,2.157584,53.9396,7282.692,2.5786368,"135,544102434449"
104499,30,2.161632,54.0408,7540.436,2.5786368,"135,288913376922"
108097,31,2.16568,54.142,7870.804,2.5786368,"134,985786317468"
111704,32,2.169728,54.2432,14992.94,2.5786368,"134,710295204471"
115312,33,2.173776,54.3444,11686.056,2.5786368,"134,356029220602"
118909,34,2.177824,54.4456,13967.304,2.5786368,"134,094859164575"
122517,35,2.181872,54.5468,3927.392,2.5786368,"133,787159988640"
126115,36,2.18592,54.648,-8519.792,2.5786368,"133,452457852578"
129721,37,2.189968,54.7492,-402.28,2.5786368,"133,194433319335"
133329,38,2.194016,54.8504,-4939.144,2.5786368,"132,884516875047"
136926,39,2.198064,54.9516,-3274.488,2.5786368,"132,587631395468"
140534,40,2.202112,55.0528,-3068.008,2.5786368,"132,270190709208"
144143,41,2.20616,55.154,27022.892,2.5786368,"131,998905677419"
147739,42,2.210208,55.2552,10400.54,2.5786368,"131,706755673061"
151347,43,2.214256,55.3564,-2353.16,2.5786368,"131,399964658478"
154944,44,2.218304,55.4576,1933.08,2.5786368,"131,114142460534"
158552,45,2.222352,55.5588,2548.96,2.5786368,"130,823740405261"
162160,46,2.2264,55.66,10722.72,2.5786368,"130,590521998187"
165756,47,2.230448,55.7612,-8270.948,2.5786368,"130,289305263809"
169364,48,2.234496,55.8624,-2053.052,2.5786368,"130,038425344497"
172961,49,2.238544,55.9636,-8684.62,2.5786368,"129,733454760439"
176568,50,2.242592,56.0648,-10036.352,2.5786368,"129,438948921727"
180177,51,2.24664,56.166,2555.012,2.5786368,"129,140450046625"
183773,52,2.250688,56.2672,10268.82,2.5786368,"128,878961208599"
187381,53,2.254736,56.3684,-17822.784,2.5786368,"128,632788249340"
190989,54,2.258784,56.4696,-13788.948,2.5786368,"128,371734434939"
194585,55,2.262832,56.5708,-826.276,2.5786368,"128,055588226499"
198193,56,2.26688,56.672,-522.252,2.5786368,"127,792745894962"
201790,57,2.270928,56.7732,-1676.404,2.5786368,"127,566722904141"
205396,58,2.274976,56.8744,2350.312,2.5786368,"127,293192948724"
209005,59,2.279024,56.9756,-7776.108,2.5786368,"127,066547561434"
212601,60,2.283072,57.0768,-5070.152,2.5786368,"126,754819605960"
216209,61,2.28712,57.178,2295.488,2.5786368,"126,459376414415"
219816,62,2.291168,57.2792,7218.968,2.5786368,"126,214056731256"
223413,63,2.295216,57.3804,1529.02,2.5786368,"125,925428238373"
227021,64,2.299264,57.4816,-1725.176,2.5786368,"125,724137808214"
230618,65,2.303312,57.5828,1421.864,2.5786368,"125,431582633141"
234225,66,2.30736,57.684,-24229.716,2.5786368,"125,190420952269"
237833,67,2.311408,57.7852,-7025.66,2.5786368,"124,869219842793"
241430,68,2.315456,57.8864,-4963.708,2.5786368,"124,646723873222"
245037,69,2.319504,57.9876,-20781.144,2.5786368,"124,371609337145"
248645,70,2.323552,58.0888,7342.5,2.5786368,"124,127435798396"
252242,71,2.3276,58.19,-2018.164,2.5786368,"123,837938021767"
255850,72,2.331648,58.2912,9006.444,2.5786368,"123,597748546890"
259448,73,2.335696,58.3924,-12567.512,2.5786368,"123,351154480204"
263054,74,2.339744,58.4936,4871.504,2.5786368,"123,091044925049"
266662,75,2.343792,58.5948,8598.824,2.5786368,"122,868783726730"
270258,76,2.34784,58.696,6501.272,2.5786368,"122,628211283031"
273866,77,2.351888,58.7972,-7185.86,2.5786368,"122,360869167546"
277474,78,2.355936,58.8984,8321.856,2.5786368,"122,065478736476"
281070,79,2.359984,58.9996,-1096.836,2.5786368,"121,823748750120"
284678,80,2.364032,59.1008,-901.748,2.5786368,"121,575239917181"
288286,81,2.36808,59.202,4093.644,2.5786368,"121,329664240177"
291882,82,2.372128,59.3032,-10500.576,2.5786368,"121,074721370260"
295491,83,2.376176,59.4044,-8316.872,2.5786368,"120,815932220075"
299087,84,2.380224,59.5056,-12139.6,2.5786368,"120,567816633684"
302695,85,2.384272,59.6068,-12959.824,2.5786368,"120,342907567847"
306303,86,2.38832,59.708,-1430.764,2.5786368,"120,082901836364"
309899,87,2.392368,59.8092,-4443.236,2.5786368,"119,827484295294"
313508,88,2.396416,59.9104,7987.572,2.5786368,"119,617207559752"
317105,89,2.400464,60.0116,-21273.492,2.5786368,"119,399502149214"
320712,90,2.404512,60.1128,6881.836,2.5786368,"119,122103536481"
324321,91,2.40856,60.214,-17162.76,2.5786368,"118,926466046341"
327917,92,2.412608,60.3152,4327.892,2.5786368,"118,667430670876"
331525,93,2.416656,60.4164,1289521.356,2.5786368,"118,418579999929"
335122,94,2.420704,60.5176,1442482.096,2.5786368,"118,216202064246"
338729,95,2.424752,60.6188,-117319.8,2.5786368,"117,983115404823"
342337,96,2.4288,60.72,416702.628,2.5786368,"117,723820275965"
345934,97,2.432848,60.8212,1112974.192,2.5786368,"117,500974015147"
349542,98,2.436896,60.9224,1017280.324,2.5786368,"117,305355151739"
353150,99,2.440944,61.0236,1624538.004,2.5786368,"117,070567804511"
356746,100,2.444992,61.1248,946975.308,2.5786368,"116,836260479900"
360354,101,2.44904,61.226,1310327.064,2.5786368,"116,597117853555"
363951,102,2.453088,61.3272,-23548.332,2.5786368,"116,372385530777"
367558,103,2.457136,61.4284,-169004.592,2.5786368,"116,144921220197"
371167,104,2.461184,61.5296,1437667.552,2.5786368,"115,899155231573"
374763,105,2.465232,61.6308,-213352.224,2.5786368,"115,698884259694"
378370,106,2.46928,61.732,-923884.436,2.5786368,"115,405819465720"
381978,107,2.473328,61.8332,-620372.72,2.5786368,"115,156492384165"
385574,108,2.477376,61.9344,-573347.968,2.5786368,"114,942583927228"
389182,109,2.481424,62.0356,-585674.824,2.5786368,"114,735821807599"
392790,110,2.485472,62.1368,-915039.26,2.5786368,"114,538836265843"
396386,111,2.48952,62.238,-278875.092,2.5786368,"114,347247258578"
399994,112,2.493568,62.3392,-368149.212,2.5786368,"114,112798095774"
403591,113,2.497616,62.4404,-2495149.532,2.5786368,"113,860679383117"
407198,114,2.501664,62.5416,-2040069.748,2.5786368,"113,625799577766"
410806,115,2.505712,62.6428,-711647.204,2.5786368,"113,424621340092"
414402,116,2.50976,62.744,-1776820.92,2.5786368,"113,205803906793"
418010,117,2.513808,62.8452,-2094963.524,2.5786368,"112,930115946948"
421619,118,2.517856,62.9464,-3206971.532,2.5786368,"112,757117010805"
425215,119,2.521904,63.0476,-2500370.272,2.5786368,"112,542508867831"
428823,120,2.525952,63.1488,-1270734.88,2.5786368,"112,307024231484"
432420,121,2.53,63.25,-1477366.892,2.5786368,"112,091815961316"
